VAF	CN	avg.depth	purity
0.12	1	19	0.93
0.80952380952381	1	19	0.93
0.736842105263158	1	19	0.93
0.318181818181818	1	19	0.93
0.470588235294118	1	19	0.93
0.846153846153846	1	19	0.93
0.8125	1	19	0.93
0.181818181818182	1	19	0.93
0.666666666666667	1	19	0.93
0.470588235294118	1	19	0.93
0.631578947368421	1	19	0.93
0.75	1	19	0.93
0.153846153846154	1	19	0.93
0.583333333333333	1	19	0.93
0.148148148148148	1	19	0.93
0.888888888888889	1	19	0.93
1	1	19	0.93
0.896551724137931	1	19	0.93
0.888888888888889	1	19	0.93
0.9375	1	19	0.93
0.681818181818182	1	19	0.93
0.869565217391304	1	19	0.93
0.434782608695652	2	34	0.93
0.40625	2	34	0.93
0.333333333333333	2	34	0.93
0.458333333333333	2	34	0.93
0.45	2	34	0.93
0.416666666666667	2	34	0.93
0.263157894736842	2	34	0.93
0.142857142857143	2	34	0.93
0.4	2	34	0.93
0.5	2	34	0.93
0.459459459459459	2	34	0.93
0.529411764705882	2	34	0.93
0.567567567567568	2	34	0.93
0.482758620689655	2	34	0.93
0.382352941176471	2	34	0.93
0.333333333333333	2	34	0.93
0.512820512820513	2	34	0.93
0.526315789473684	2	34	0.93
0.5	2	34	0.93
0.372093023255814	2	34	0.93
0.315789473684211	2	34	0.93
0.446808510638298	2	34	0.93
0.45	2	34	0.93
0.411764705882353	2	34	0.93
0.470588235294118	2	34	0.93
0.333333333333333	2	34	0.93
0.340909090909091	2	34	0.93
0.5	2	34	0.93
0.628571428571429	2	34	0.93
0.391304347826087	2	34	0.93
0.609375	2	34	0.93
0.418604651162791	2	34	0.93
0.25	2	34	0.93
0.394736842105263	2	34	0.93
0.446428571428571	2	34	0.93
0.127272727272727	2	34	0.93
0.419354838709677	2	34	0.93
0.24390243902439	2	34	0.93
0.423076923076923	2	34	0.93
0.470588235294118	2	34	0.93
0.411764705882353	2	34	0.93
0.333333333333333	2	34	0.93
0.116279069767442	2	34	0.93
0.547619047619048	2	34	0.93
0.428571428571429	2	34	0.93
0.46	2	34	0.93
0.533333333333333	2	34	0.93
0.3	2	34	0.93
0.441860465116279	2	34	0.93
0.875	2	34	0.93
0.454545454545455	2	34	0.93
0.444444444444444	2	34	0.93
0.295454545454545	2	34	0.93
0.479166666666667	2	34	0.93
0.5	2	34	0.93
0.352941176470588	2	34	0.93
0.476190476190476	2	34	0.93
0.315789473684211	2	34	0.93
0.214285714285714	2	34	0.93
0.5	2	34	0.93
0.107142857142857	2	34	0.93
0.148936170212766	2	34	0.93
0.461538461538462	2	34	0.93
0.435897435897436	2	34	0.93
0.25	2	34	0.93
0.518518518518518	2	34	0.93
0.225	2	34	0.93
0.5	2	34	0.93
0.35	2	34	0.93
0.36734693877551	2	34	0.93
0.355555555555556	2	34	0.93
0.375	2	34	0.93
0.155555555555556	2	34	0.93
0.148936170212766	2	34	0.93
0.588235294117647	2	34	0.93
0.428571428571429	2	34	0.93
0.617647058823529	2	34	0.93
0.264705882352941	2	34	0.93
0.555555555555556	2	34	0.93
0.13953488372093	2	34	0.93
0.5	2	34	0.93
0.545454545454545	2	34	0.93
0.529411764705882	2	34	0.93
0.558139534883721	2	34	0.93
0.6	2	34	0.93
0.319148936170213	2	34	0.93
0.666666666666667	2	34	0.93
0.387755102040816	2	34	0.93
0.388888888888889	2	34	0.93
0.225806451612903	2	34	0.93
0.536585365853659	2	34	0.93
0.448275862068966	2	34	0.93
0.357142857142857	2	34	0.93
0.130434782608696	2	34	0.93
0.130434782608696	2	34	0.93
0.210526315789474	2	34	0.93
0.361111111111111	2	34	0.93
0.371428571428571	2	34	0.93
0.485714285714286	2	34	0.93
0.515151515151515	2	34	0.93
0.310344827586207	2	34	0.93
0.466666666666667	2	34	0.93
0.4	2	34	0.93
0.545454545454545	2	34	0.93
0.431372549019608	2	34	0.93
0.236842105263158	2	34	0.93
0.55	2	34	0.93
0.465116279069767	2	34	0.93
0.45	2	34	0.93
0.541666666666667	2	34	0.93
0.361702127659574	2	34	0.93
0.454545454545455	2	34	0.93
0.461538461538462	2	34	0.93
0.525	2	34	0.93
0.354838709677419	2	34	0.93
0.479166666666667	2	34	0.93
0.15	2	34	0.93
0.565217391304348	2	34	0.93
0.357142857142857	2	34	0.93
0.476190476190476	2	34	0.93
0.523809523809524	2	34	0.93
0.454545454545455	2	34	0.93
0.479166666666667	2	34	0.93
0.48	2	34	0.93
0.564516129032258	2	34	0.93
0.35	2	34	0.93
0.282608695652174	2	34	0.93
0.45	2	34	0.93
0.512820512820513	2	34	0.93
0.583333333333333	2	34	0.93
0.444444444444444	2	34	0.93
0.444444444444444	2	34	0.93
0.5	2	34	0.93
0.157894736842105	2	34	0.93
0.162162162162162	2	34	0.93
0.5	2	34	0.93
0.571428571428571	2	34	0.93
0.386363636363636	2	34	0.93
0.517241379310345	2	34	0.93
0.354166666666667	2	34	0.93
0.4	2	34	0.93
0.411764705882353	2	34	0.93
0.434782608695652	2	34	0.93
0.461538461538462	2	34	0.93
0.116279069767442	2	34	0.93
0.517241379310345	2	34	0.93
0.59375	2	34	0.93
0.448979591836735	2	34	0.93
0.431818181818182	2	34	0.93
0.473684210526316	2	34	0.93
0.436363636363636	2	34	0.93
0.461538461538462	2	34	0.93
0.517241379310345	2	34	0.93
0.352941176470588	2	34	0.93
0.441860465116279	2	34	0.93
0.315789473684211	2	34	0.93
0.162162162162162	2	34	0.93
0.384615384615385	2	34	0.93
0.214285714285714	2	34	0.93
0.19047619047619	2	34	0.93
0.39622641509434	2	34	0.93
0.189189189189189	2	34	0.93
0.75	2	34	0.93
0.555555555555556	2	34	0.93
0.55	2	34	0.93
0.404761904761905	2	34	0.93
0.21875	2	34	0.93
0.375	2	34	0.93
0.111111111111111	2	34	0.93
0.117647058823529	2	34	0.93
0.428571428571429	2	34	0.93
0.4375	2	34	0.93
0.60377358490566	2	34	0.93
0.214285714285714	2	34	0.93
0.2	2	34	0.93
0.266666666666667	2	34	0.93
0.463414634146341	2	34	0.93
0.431372549019608	2	34	0.93
0.3	2	34	0.93
0.25	2	34	0.93
0.441860465116279	2	34	0.93
0.274509803921569	2	34	0.93
0.536585365853659	2	34	0.93
0.121951219512195	2	34	0.93
0.714285714285714	2	34	0.93
0.565217391304348	2	34	0.93
0.45	2	34	0.93
0.235294117647059	2	34	0.93
0.45	2	34	0.93
0.393939393939394	2	34	0.93
0.133333333333333	2	34	0.93
0.441860465116279	2	34	0.93
0.152173913043478	2	34	0.93
0.431818181818182	2	34	0.93
0.41025641025641	2	34	0.93
0.44	2	34	0.93
0.583333333333333	2	34	0.93
0.325	2	34	0.93
0.27027027027027	2	34	0.93
0.314285714285714	2	34	0.93
0.666666666666667	2	34	0.93
0.454545454545455	2	34	0.93
0.25	2	34	0.93
0.358974358974359	2	34	0.93
0.431818181818182	2	34	0.93
0.135135135135135	2	34	0.93
0.211538461538462	2	34	0.93
0.361111111111111	2	34	0.93
0.25	2	34	0.93
0.473684210526316	2	34	0.93
0.48780487804878	2	34	0.93
0.55	2	34	0.93
0.48936170212766	2	34	0.93
0.421052631578947	2	34	0.93
0.521739130434783	2	34	0.93
0.375	2	34	0.93
0.391304347826087	2	34	0.93
0.133333333333333	2	34	0.93
0.171428571428571	2	34	0.93
0.348837209302326	2	34	0.93
0.37037037037037	2	34	0.93
0.470588235294118	2	34	0.93
0.372093023255814	2	34	0.93
0.277777777777778	2	34	0.93
0.44	2	34	0.93
